selling_price,km_driven,engine_size,car_age
950000,30000,1498,3
400000,120000,1461,9
509999,100000,1248,7
375000,90000,1799,13
150000,150000,998,16
75000,60000,998,15
465000,50000,1396,6
700000,10000,1186,2
950000,120000,1997,6
610000,40000,1197,4
235000,50000,796,7
330000,90000,1196,4
472000,90000,1461,7
585000,10000,1197,2
500000,10000,909,3
360000,27000,998,2
649000,70000,1248,5
200000,50000,796,4
400000,110000,1120,7
250000,100000,793,6
1200000,50000,1497,3
250000,105000,1248,12
819999,110000,2494,8
800000,60000,2179,7
429000,49102,999,8
150000,60000,1086,11
170000,90000,936,9
335000,33033,1198,7
465000,63063,1197,6
360000,81000,1461,8
570000,80000,1186,3
350000,105000,1461,9
700000,227000,1373,4
375000,100000,1461,9
450000,60000,1196,2
325000,70000,1396,8
260000,120000,1598,10
130000,80000,796,12
150000,120000,2179,13
220000,40000,1086,7
275000,53000,1197,7
455000,60000,1248,4
570000,30000,1197,4
330000,100000,1598,8
1576000,70000,2393,3
450000,98000,1248,9
250000,60000,814,7
165000,80000,1197,11
800000,117000,2696,8
680000,8576,1199,3
525000,19723,1199,4
825000,21446,1497,5
750000,52289,1248,4
950000,52236,2179,4
950000,54470,2179,4
675000,25471,1396,4
490000,33928,1199,2
775000,59736,1493,3
350000,54290,1497,12
475000,2118,1198,5
950000,61379,2179,4
350000,58544,1497,11
400000,74381,998,5
75000,35000,796,20
850000,63982,1498,4
175000,65000,998,13
570000,74000,2523,7
525000,56429,1461,8
270000,56000,1197,9
434999,19500,1086,2
495000,30000,1197,6
575000,53000,1396,5
600000,5000,1197,4
700000,25000,1591,6
560000,72000,1498,7
250000,80000,2523,16
409999,29000,1598,8
495000,56832,1461,5
470000,30528,1197,7
350000,65285,1498,8
1560000,20102,2393,1
480000,43000,1199,6
270000,52380,1364,8
660000,74250,1498,3
490000,57247,1197,4
800000,52000,1248,4
350000,47000,1498,10
170000,80000,1399,10
125000,85000,1248,10
400000,100000,1248,9
250000,110000,1498,10
190000,178000,1248,11
125000,120000,796,11
1950000,70000,1956,4
1300000,120000,1968,10
786000,155000,2494,11
335000,30000,998,6
114999,60000,1061,12
229999,70000,1199,9
731000,40000,1396,4
395000,120000,1582,9
500000,120000,1248,6
220000,50000,814,7
240000,100000,1399,8
215000,120000,1396,11
400000,90000,1248,9
191000,90000,998,9
351000,100000,2498,8
250000,20000,624,6
210000,90000,1493,12
300000,120000,1496,10
700000,35000,1498,4
500000,120000,1991,11
120000,120000,796,19
850000,10000,1396,2
770000,65000,1498,4
245000,90000,1799,14
250000,90000,998,9
651000,42323,1396,5
480000,42462,1497,8
470000,54723,1248,6
500000,30000,1498,5
1075000,42545,1998,10
690000,32000,1248,5
480000,20375,1197,3
450000,43978,1248,8
770000,50000,1248,3
445000,40200,1498,6
700000,30000,1197,3
560000,90000,1248,7
475000,48000,1498,8
465000,27233,1498,7
520000,28832,1248,4
225000,35000,1368,10
700000,35000,1373,6
780000,40000,1248,4
93150,80000,1497,15
403000,30000,1493,5
229999,50000,1086,12
525000,40000,1248,5
560000,25000,1373,7
830000,120000,2179,1
250000,60000,1248,10
450000,110000,2523,7
745000,67000,1997,5
144000,50000,1399,11
120000,40000,1061,13
300000,120000,2179,13
52000,100000,796,22
300000,98000,2179,18
270000,150000,2523,12
260000,38000,1248,7
475000,120000,1364,6
302000,103000,1399,10
45000,60000,796,27
775000,80000,1248,4
700000,50000,1248,6
530000,90000,1248,7
869999,70000,1497,4
155000,110000,1991,15
550000,30000,1199,2
600000,80000,1248,5
430000,110000,1248,9
246000,120000,1248,11
120000,120000,993,18
565000,70000,1197,7
850000,60000,1396,3
160000,90000,796,15
325000,142500,1248,7
450000,90000,2179,10
310000,50000,1086,6
250000,90000,1498,8
420000,115000,1248,6
330000,150000,1396,8
405000,68000,1197,6
400000,90000,2523,8
409999,110000,1497,11
500000,70000,2523,8
590000,80000,2179,10
135000,100000,1086,14
70000,70000,998,17
45000,77000,796,17
650000,35500,1248,3
400000,17500,998,3
350000,27000,998,4
550000,60000,1186,4
350000,25000,998,5
459999,80000,1248,6
185000,60000,796,9
550000,38000,1199,8
300000,100000,998,9
900000,110000,2494,10
900000,92000,1498,5
550000,180000,2523,9
625000,10000,1197,3
310000,35000,796,4
500000,35000,1248,4
610000,23000,1120,5
150000,150000,1396,9
480000,70000,1120,6
650000,40000,1197,4
290000,100000,1396,9
300000,50000,796,4
270000,120000,1248,11
400000,60000,1120,6
280000,28000,796,6
250000,60000,1298,12
495000,80000,1248,9
3250000,12000,3198,3
700000,4500,1199,2
310000,70000,1396,8
650000,120000,1461,4
600000,80000,1199,6
150000,150000,2179,12
135000,120000,1390,12
650000,50000,1248,7
550000,83000,1497,9
650000,20000,1248,4
2900000,49000,2755,3
450000,6750,1198,4
650000,26000,1373,6
430000,52000,1197,4
1143000,51000,1582,4
700000,20000,1197,2
229999,18500,1197,10
509999,142000,1493,4
670000,50478,1499,5
525000,9200,1199,2
515000,40000,1461,5
630000,5000,1197,1
270000,2300,799,2
300000,40000,796,5
250000,119000,2489,9
90000,100000,796,16
750000,100000,1248,4
135000,50000,1061,12
275000,80000,1196,8
740000,15000,1198,3
690000,1303,1198,2
3975000,31800,1968,3
5150000,20000,2487,2
3200000,45000,1999,4
4100000,17000,3604,4
1000000,4295,1496,3
1000000,5229,1496,3
550000,4701,1197,2
600000,6757,1197,5
675000,28182,1598,5
950000,11533,1498,2
850000,11688,1497,4
2000000,68089,2494,5
550000,57728,1794,9
925000,23712,1248,3
625000,70670,1499,6
200000,43381,796,7
635000,79011,1497,7
550000,56494,1199,5
425000,50000,1248,7
220000,40000,998,10
590000,10000,1197,3
775000,35000,2498,4
350000,58500,1197,6
575000,20000,1197,3
200000,43500,1198,10
1575000,30000,2179,3
600000,63000,1498,6
720000,35000,2523,5
158000,110000,1396,9
1575000,25000,2179,3
580000,30000,1197,4
420000,50000,2523,9
1200000,35000,1497,3
350000,30000,999,3
650000,56000,1497,7
400000,12700,998,4
700000,35000,1497,3
520000,30000,1197,4
450000,120000,2179,9
850000,100000,2179,4
350000,34000,799,4
450000,56000,2489,10
165000,90000,1086,13
160000,65000,1086,11
300000,80000,2179,10
550000,90000,2179,9
285000,40000,998,6
850000,58000,1582,5
700000,19100,1194,3
900000,25000,1462,3
180000,49455,796,16
220000,100000,814,5
120000,120000,1248,8
220000,90000,1197,11
420000,46815,1248,8
160000,110000,1405,8
250000,80000,814,6
385000,100000,1248,8
318000,80000,998,7
480000,40000,1197,3
330000,70000,998,6
152000,80000,1405,10
250000,40000,796,7
248000,80000,1405,10
300000,60000,1198,10
550000,50000,1197,4
650000,30000,1396,5
445000,25000,1197,4
450000,334000,2494,11
600000,100000,1493,5
495000,175000,1461,7
220000,65000,1586,10
260000,65000,1586,10
150000,90000,1086,12
200000,80000,1399,10
1465000,110000,2179,3
250000,60000,1339,13
310000,160000,2489,7
600000,100875,2179,11
560000,20000,1197,3
500000,30000,1197,5
270000,118000,1120,8
420000,69000,1582,8
434999,25000,1197,6
400000,100000,1197,6
470000,110000,1248,6
480000,60000,1461,6
105000,128000,1086,13
325000,120000,1047,4
675000,5000,1197,1
170000,90000,1197,12
1250000,90000,1582,4
600000,144030,2354,9
819999,200000,1498,7
650000,29000,1197,5
105000,90000,1061,14
200000,176000,1461,12
200000,150000,1396,8
220000,90000,796,5
500000,70000,1598,7
175000,99000,1461,14
450000,5000,1199,3
210000,90000,1991,13
270000,89000,1248,10
110000,88000,1405,15
480000,30000,1248,6
650000,50000,1248,5
480000,80000,1248,8
700000,40000,1396,5
650000,110000,1248,6
1300000,48000,1582,6
1350000,97000,1968,5
1000000,60000,1498,5
1700000,110000,2987,10
1080000,12800,1496,3
170000,40000,814,9
610000,49000,1248,4
350000,25000,1197,7
260000,65000,796,5
700000,20000,1248,6
678000,17000,999,3
800000,15000,1248,6
400000,120000,1364,7
300000,49000,1197,11
520000,29000,1197,5
850000,55000,1461,4
1460000,5000,1497,2
830000,35000,1497,4
430000,5000,1198,3
850000,60000,1498,4
650000,70000,1197,4
120000,120000,1493,13
730000,65100,1493,5
525000,20000,1197,2
600000,108000,1396,6
500000,15000,1197,2
150000,77000,1086,12
409999,18500,998,6
625000,120000,1493,5
290000,15200,799,6
500000,35000,1497,6
475000,80000,1582,10
190000,70000,814,8
750000,80000,2179,7
525000,120000,1461,7
495000,82000,1998,9
2625000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
450000,56290,1186,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
645000,11000,1598,5
2475000,2000,1984,3
321000,60000,1497,11
585000,50000,1197,4
225000,70000,1399,10
500000,70000,1498,4
350000,90000,1396,10
756000,70000,1248,5
240000,50000,796,7
80000,120000,796,9
800000,5000,1197,2
1250000,25000,2179,3
320000,80000,2179,12
509999,25000,1197,4
650000,15000,1248,2
210000,35000,998,10
110000,80000,796,13
665000,25000,1497,4
555000,52000,1498,4
560000,52000,1498,4
375000,80000,1198,5
2950000,50000,2755,4
605000,127000,1248,4
720000,30000,1199,4
800000,70000,1248,4
1325000,54000,2179,4
625000,120000,2835,10
350000,116500,1396,10
600000,145000,2494,9
300000,120000,1197,9
240000,120000,2179,10
377000,80000,1498,5
450000,140000,1373,8
160000,100000,1599,13
525000,100000,1197,2
550000,168000,2494,10
270000,120000,1991,11
570000,145000,1364,5
225000,90000,1399,10
590000,90000,1197,2
1675000,80000,1956,3
800000,33000,1194,2
450000,13500,1199,7
300000,80000,1405,9
645000,20000,1197,4
520000,58000,1248,8
200000,40000,814,8
700000,30000,1497,6
45000,50000,796,21
459999,73000,1498,5
325000,90000,1248,7
350000,50000,998,6
440000,80000,1582,10
320000,70000,1396,10
169000,41000,995,10
350000,50000,1198,8
350000,113226,1399,7
310000,90000,1399,8
420000,160500,2179,11
685000,30000,1373,6
560000,132000,1461,7
470000,120000,1248,8
380000,80000,1599,10
670000,57000,1997,6
550000,5000,1197,3
749000,25000,1591,5
899000,80000,1582,6
290000,88000,1991,10
869999,217000,2494,7
350000,60000,1198,6
500000,43000,1197,4
400000,77000,1498,7
260000,30000,799,5
220000,40000,796,6
190000,139000,1248,7
400000,80000,1197,5
170000,76000,936,7
650000,3500,1197,2
60000,62000,796,14
300000,110000,2092,14
125000,40000,995,9
500000,1500000,2179,9
170000,70000,796,10
310000,77000,1248,9
130000,110000,995,10
465000,20000,998,5
800000,120005,2987,16
260000,16830,998,9
500000,70000,2523,8
325000,38000,999,4
400000,80000,2523,8
3200000,50000,2755,3
200000,50000,1396,14
450000,52000,1493,8
229999,50000,1405,9
340000,30000,814,5
550000,103000,2523,7
975000,93468,2953,10
3800000,20000,1969,2
225000,80000,1595,11
3250000,12000,3198,3
280000,70000,1396,8
700000,4500,1199,2
259000,35000,1396,9
3200000,60000,2755,3
1400000,30000,1997,3
416000,40000,1499,6
250000,70000,1248,10
210000,120000,1248,11
290000,120000,2179,13
220000,90000,1396,9
246000,35000,1396,9
260000,30000,796,3
1050000,70000,1396,3
290000,60000,1248,9
310000,70000,1396,8
700000,6000,1197,3
550000,20000,1197,5
450000,70000,1405,4
773000,65000,1497,5
450000,25000,1199,4
409999,10000,1196,2
45000,35000,796,18
600000,80000,2496,7
250000,63000,1199,11
70000,100000,1405,13
690000,1303,1198,2
3975000,31800,1968,3
5150000,20000,2487,2
3200000,45000,1999,4
4100000,17000,3604,4
1000000,4295,1496,3
1000000,5229,1496,3
2000000,68089,2494,5
925000,23712,1248,3
550000,56494,1199,5
430000,16589,998,3
750000,79328,2494,8
675000,53201,1497,5
570000,25272,1197,4
850000,53619,1248,4
5400000,7500,1995,2
5500000,8500,1995,2
779000,7032,1199,2
640000,6001,1496,3
250000,80000,1405,8
1250000,12000,1461,3
889000,25000,1497,4
750000,40000,1396,4
320000,130000,1248,11
600000,202000,1968,10
1000000,40000,1248,3
110000,70000,993,21
250000,120000,1497,13
600000,60000,1248,6
165000,60000,998,12
118000,60000,796,17
700000,78000,1248,5
585000,80000,1461,8
120000,120000,796,15
65000,90000,796,18
150000,100000,796,15
150000,70000,796,12
170000,160000,1493,17
250000,120000,2179,15
100000,100000,1493,16
599000,60000,1248,8
250000,135000,1991,11
570000,90000,1197,5
440000,75000,1199,8
300000,185000,2494,16
300000,71717,1198,6
500000,150000,2179,10
660000,55000,1248,5
256000,90000,1596,9
409999,35000,999,3
1888000,120000,2982,6
250000,100000,1086,10
280000,40000,1799,12
300000,100000,2489,11
900000,120000,2179,5
190000,60000,998,7
800000,2000,2523,2
450000,100000,2523,9
400000,110000,2489,6
150000,90000,2179,12
200000,84321,1396,10
600000,177000,2179,8
175000,60000,1248,11
99000,205000,1396,13
215000,70000,1197,13
520000,126000,1461,8
2280000,120000,3198,5
285000,70000,1405,6
660000,82000,1493,4
31504,110000,796,17
515000,45000,1197,6
295000,70000,1461,9
700000,80000,1461,6
1100000,45000,2179,4
300000,60000,998,4
450000,41800,1197,8
700000,50000,1248,4
250000,40000,1399,9
140000,96000,1061,12
250000,117000,2498,9
210000,110000,1086,10
420000,100000,1498,7
130000,88700,796,14
320000,70000,1498,9
200000,110000,1061,11
310000,15000,796,5
200000,80000,1461,9
350000,50000,1197,7
444000,15000,814,3
300000,25000,799,4
225000,57000,1461,10
600000,75000,2523,9
260000,26000,1196,8
375000,160000,1120,6
260000,26000,1196,8
150000,120000,796,11
110000,50000,796,7
225000,40000,796,9
860000,28000,1497,4
650000,50000,1248,3
650000,90000,1248,7
710000,40000,1396,5
430000,113000,1498,4
305000,188000,1248,10
220000,100000,1399,10
150000,225000,1948,11
660000,67000,1493,4
140000,70000,936,10
1100000,50000,1798,6
2450000,60000,2179,8
625000,34000,1498,4
198000,110000,1493,17
130000,140000,998,16
540000,100000,1497,9
550000,10000,1197,4
475000,30000,998,3
2825000,22000,1968,4
2125000,5500,1597,1
3350000,18000,1998,3
1800000,20000,2755,3
540000,7000,1086,3
910000,20000,2596,3
484999,4875,998,2
1950000,2700,1582,1
950000,58511,1248,3
365000,105000,1498,6
900000,26235,2498,3
919999,26766,1497,4
1900000,1600,1451,1
2950000,46000,2148,3
1075000,23000,1497,2
600000,24522,1197,4
3200000,13663,1995,4
2600000,11000,1968,2
839000,63000,1248,5
635000,2000,1199,2
550000,300000,2179,7
180000,190000,1461,10
650000,80000,1498,6
350000,80000,1198,10
265000,54000,998,6
330000,30000,999,3
395000,5000,1196,2
700000,58945,1493,6
300000,90000,1399,9
650000,375000,2494,10
625000,160000,1248,8
425000,80000,1598,7
55000,50000,796,17
250000,80000,1405,6
459999,156975,2523,6
1594000,5000,1364,4
300000,50000,1199,7
950000,27620,1498,3
484999,120000,2179,8
161000,120000,2498,12
500000,58000,1197,6
350000,50000,1498,9
550000,40000,1197,4
850000,7800,1199,3
240000,50000,796,5
950000,68000,2499,10
423000,60000,1373,6
90000,74000,1396,16
350000,58000,2179,10
170000,70000,998,10
450000,70000,1196,6
150000,110000,1197,12
511000,80000,1396,5
850000,59000,1498,3
250000,110000,1396,3
420000,25000,998,1
180000,55000,796,7
400000,25000,793,6
150000,300000,2498,12
500000,143200,1498,5
1689999,60000,1956,4
204999,120000,1461,9
459999,145000,1248,7
600000,30000,1197,4
585000,8000,1197,2
551000,170000,2499,9
525000,100000,1248,8
160000,62000,796,9
825000,110000,2179,7
600000,80000,2499,6
65000,80000,993,19
550000,100000,1248,8
650000,120000,2523,6
750000,24000,1248,2
380000,80000,1198,4
400000,138000,1582,9
50000,147000,998,18
750000,60000,1493,4
150000,80000,995,10
245000,50000,796,5
260000,189000,1248,8
411000,90000,1498,7
450000,56000,1396,7
1300000,140000,1995,9
351000,60000,998,5
550000,130000,2179,9
1300000,140000,1995,8
260000,189000,1248,8
411000,90000,1498,7
450000,56000,1396,7
1300000,140000,1995,9
351000,60000,998,5
550000,130000,2179,9
1300000,140000,1995,8
750000,35000,1461,5
800000,35000,1461,6
350000,156000,2179,10
200000,90000,796,8
150000,60000,1405,13
800000,36000,1461,5
350000,20000,814,4
350000,160000,2179,10
250000,185000,2609,15
170000,110000,1405,11
395000,10800,799,3
450000,120000,2523,9
500000,15000,1197,2
200000,67500,1948,9
1200000,30000,2179,4
400000,50000,1198,5
650000,100000,1493,5
550000,150000,2523,5
1100000,110000,2179,6
254999,30000,796,9
180000,60000,796,10
160000,255000,2489,11
225000,120000,1991,13
270000,49900,796,6
310000,86000,1248,9
225000,71850,1198,6
300000,95000,1248,6
250000,70000,1298,13
180000,35000,814,10
550000,50000,1197,6
300000,120000,2523,14
900000,145000,1582,6
1530000,40000,2179,3
590000,110000,1248,6
170000,112000,1061,13
2600000,70000,1968,4
475000,110000,1248,5
700000,29000,1186,3
376000,60000,998,10
75000,46000,796,17
440000,120000,2179,9
390000,80000,998,5
725000,159000,2494,9
325000,110000,2523,9
170000,75000,796,11
215000,120000,1248,11
350000,110000,1497,11
80000,80000,995,12
195000,80000,814,9
335000,71000,1461,7
475000,108000,2179,10
484999,75000,1461,6
650000,22000,1462,3
1850000,76131,2967,7
700000,30000,1197,3
3000000,65000,2967,7
900000,60000,2523,3
350000,80000,1199,8
285000,80000,2997,16
1850000,70000,2967,9
750000,51777,1248,4
1650000,64788,2179,8
600000,20000,1199,3
565000,19000,999,3
86000,46951,796,21
329000,19000,1198,5
650000,50000,1498,5
822000,60000,1582,6
345000,100000,1461,8
30000,10000,993,20
330000,50000,1248,9
300000,74537,998,7
200000,90000,1586,12
90000,70000,995,11
200000,80000,1061,11
550000,35000,1120,5
250000,23500,1199,6
975000,82000,1498,4
900000,100000,2494,7
610000,15000,1197,3
620000,30000,1248,4
400000,30000,1197,5
500000,11000,998,2
200000,140000,1198,4
360000,110000,1248,5
252000,48000,998,9
280000,70000,1248,9
509999,70000,1197,3
1050000,58000,1997,5
200000,40000,1061,11
60000,90000,993,16
320000,40000,2498,11
520000,110000,2179,8
250000,80000,2179,14
725000,60000,1248,4
585000,50000,2523,6
430000,25000,1199,4
235000,100000,1248,10
350000,52000,1248,9
131000,80000,1086,11
450000,85000,1498,5
750000,83000,1248,5
200000,50000,796,8
125000,120000,1061,12
500000,100000,2523,7
380000,70000,1248,9
128000,19000,796,13
250000,68600,1497,12
690000,60000,1493,4
650000,65000,2523,7
560000,40000,1497,9
400000,25000,998,5
200000,29500,998,9
950000,13887,1591,3
300000,50000,796,5
315000,30000,799,5
220000,100000,796,9
130000,60000,1399,10
595000,60000,1396,5
110000,120000,1405,10
680000,13500,1497,4
280000,52000,1248,8
530000,30000,1197,4
610000,14000,1197,4
500000,90000,2179,7
500000,50000,1047,3
250000,120000,2489,11
325000,10000,814,3
550000,10000,1197,3
720000,25000,1373,3
950000,20000,1591,4
350000,60000,1248,8
500000,40000,1197,3
380000,60000,1248,9
380000,50000,1197,6
900000,20000,1591,4
295000,35000,796,4
640000,40000,1248,5
790000,60000,1497,3
625000,20000,1591,6
604000,30000,1497,4
315000,29000,998,6
950000,17000,1497,2
400000,50000,998,4
700000,42000,1368,3
700000,120000,2494,10
260000,110000,1461,9
200000,90000,1396,9
580000,70000,1197,1
330000,66000,1598,10
400000,70000,1493,10
1350000,5000,1591,3
250000,50000,1461,7
725000,25000,1598,2
300000,70000,1248,8
120000,40000,796,15
1175000,110000,2179,5
380000,150000,2179,12
400000,45000,1405,7
140000,90000,1405,16
229999,140000,2179,10
110000,83000,1299,18
550000,106000,1968,10
150000,60000,1150,13
265000,40000,796,4
300000,138000,1197,10
280000,80000,796,6
130000,50000,1341,16
350000,50000,1199,6
200000,120000,1197,12
550000,24400,1197,3
400000,60000,2523,8
170000,120000,1197,11
600000,60000,1396,6
130000,100000,796,10
100000,120000,796,10
310000,27500,799,5
35000,10000,796,14
200000,120000,1197,11
650000,80000,1396,6
210000,120000,1193,8
509999,90000,1120,6
229999,70000,1399,8
409999,188000,1461,7
130000,67840,995,10
95000,30000,624,8
225000,35000,796,5
775000,100000,1248,4
420000,30000,998,4
480000,70000,1197,5
260000,380000,2523,11
600000,15000,1199,3
140000,140000,1399,12
130000,120000,796,11
195000,112880,1248,14
210000,135000,1405,8
130000,80000,998,15
141000,128000,1199,9
280000,120000,2523,10
350000,30000,1586,11
575000,70000,1198,3
550000,41000,1197,6
120000,30000,796,15
320000,30000,998,6
250000,35000,1495,10
300000,22000,1586,11
250000,70000,998,15
750000,70000,1493,3
151000,200000,2179,16
300000,120000,2179,10
577000,3000,1197,2
229999,50000,998,9
500000,50000,2523,8
840000,1500,1199,2
900000,74000,1498,4
650000,25000,1199,4
650000,61915,1498,5
250000,110000,814,5
550000,70000,1498,5
250000,150000,1248,14
350000,110000,1493,8
185000,90000,936,7
229999,120000,1196,11
1000000,65000,2494,5
490000,10000,1197,2
150000,80000,1197,12
600000,184000,1248,8
270000,80000,998,8
60000,70000,993,16
150000,89000,1586,13
335000,33033,1198,7
525000,69000,1248,8
465000,63063,1197,6
83000,90000,1396,9
300000,8000,814,4
350000,35000,1197,9
300000,45000,1197,10
250000,30000,1248,10
114999,59000,796,15
700000,6200,1462,3
250000,120000,998,1
350000,70000,998,5
80000,70000,796,23
850000,110000,2523,4
90000,93000,995,14
600000,110000,2499,7
135000,57000,796,14
150000,120000,1495,16
259000,35000,1396,9
220000,90000,1396,9
246000,35000,1396,9
240000,120000,1298,12
946000,60000,1396,3
215000,70000,1396,10
50000,60000,993,22
310000,100000,1498,8
220000,35000,1197,13
195000,90000,1248,13
650000,50000,1197,6
350000,98000,1197,10
360000,30000,1197,8
550000,50000,1797,8
490000,26000,1197,5
195000,46000,796,10
125000,80000,796,11
459999,10000,1199,2
275000,16700,796,6
680000,70000,1248,3
600000,7967,1197,6
720000,20000,1197,3
356000,9656,799,5
225000,50000,1086,10
725000,17000,1498,2
130000,50000,995,11
300000,10000,799,6
400000,43000,1197,8
550000,50000,1396,8
120000,90000,998,15
409999,100000,2498,9
110000,80000,1086,11
450000,120000,2523,9
610000,5000,1197,2
515000,68609,1498,5
925000,33360,1498,3
860000,14317,1498,2
225000,87237,1399,9
500000,62960,1498,4
600000,26634,1197,4
195000,163720,1399,9
265000,67998,998,9
650000,20706,1499,3
415000,100581,1498,6
600000,67303,1461,6
340000,79139,1197,8
350000,84784,1120,7
265000,130376,1248,9
625000,72000,2179,4
245000,127000,1493,13
395000,120000,1248,7
490000,100000,1120,7
955000,40000,1248,3
525000,110000,1248,8
550000,30000,1199,4
200000,120000,1405,7
500000,15000,1196,4
825000,33500,1248,5
250000,70000,1493,9
600000,10000,1197,6
1325000,22053,2179,3
770000,50000,1493,5
415000,78432,1991,10
825000,125000,2199,10
530000,80000,1498,3
425000,270000,2494,15
310000,50000,1198,9
390000,20000,1199,4
700000,30000,1591,5
200000,70000,1086,11
1050000,7200,2494,8
580000,97000,1498,7
200000,60000,814,7
245000,25000,1199,8
210000,94000,1197,11
50000,90000,1590,16
700000,50000,2231,9
660000,35000,1248,2
630000,117500,1497,6
950000,78500,2179,9
740000,8000,1197,3
570000,25000,1196,4
450000,60000,1582,9
390000,10000,999,2
180000,70000,1597,12
130000,60000,624,6
270000,70000,1497,15
60000,25000,796,24
170000,90000,1599,15
978999,90000,1582,6
490000,25000,1199,3
280000,60000,1498,9
390000,25000,1199,3
170000,60000,796,8
45000,70000,995,13
640000,80000,1248,5
650000,110000,2523,6
500000,115717,2179,8
90000,110000,1399,13
480000,70000,2179,7
630000,4000,1197,2
250000,50000,1197,10
330000,70000,1197,5
180000,70000,1197,12
210000,50000,1197,11
550000,55000,1248,5
950000,5000,1198,1
430000,100000,2523,8
348000,23000,1197,7
196000,60000,796,7
150000,70000,1061,11
150000,60000,1061,12
1250000,100000,2179,2
600000,90000,1248,6
65000,26432,624,11
220000,46702,796,5
220000,46706,796,5
110000,53523,1193,15
175000,56365,936,9
160000,49563,995,10
65000,56432,796,17
60000,52365,796,19
120000,53512,796,14
1000000,40000,2696,8
220000,46533,998,11
114999,58632,796,13
850000,80000,2179,5
750000,70000,1248,5
265000,90000,999,4
450000,110000,1596,7
225000,90000,1493,8
1125000,70000,2179,6
270000,80000,1197,12
130000,78000,796,14
660000,45000,1493,4
240000,50000,998,6
275000,58000,796,4
750000,120000,2494,9
65000,30000,1150,14
850000,162000,2179,4
300000,50000,998,5
555000,25000,1197,3
825000,60000,1997,6
150000,70000,1086,11
185000,138000,1248,12
180000,70000,1197,11
160000,48000,796,11
500000,110000,2953,9
375000,88000,1248,7
900000,68000,2494,6
459999,70000,1197,4
480000,80000,1461,7
320000,100000,1248,8
370000,96000,1248,8
75000,30000,993,19
400000,60000,1248,5
425000,65000,1248,7
325000,48000,998,7
350000,65300,1197,5
600000,40000,1197,3
120000,60000,936,9
200000,70000,998,9
100000,70000,796,13
350000,70000,1120,7
85000,150000,796,15
399000,10000,998,2
580000,56000,1582,7
290000,30000,799,4
380000,50000,1197,7
200000,120000,1399,11
390000,40000,998,3
500000,27500,1197,4
520000,73000,1248,9
650000,75000,1248,4
380000,5000,999,3
275000,50000,998,11
520000,70000,1248,6
610000,60000,1248,6
85000,110000,998,17
490000,95000,1461,8
229999,34000,814,6
411000,25000,1197,6
362000,120000,1196,2
550000,31000,1364,7
459999,70000,998,3
190000,47000,1197,10
499000,5000,1086,2
358000,44000,1196,3
278000,120000,1364,9
320000,39395,1248,7
580000,67000,1461,8
1300000,20000,1497,2
825000,40000,1498,3
170000,120000,1794,17
1700000,80000,2982,7
490000,7000,1086,3
1050000,15000,2179,3
210000,50000,1199,5
1250000,30000,2179,5
320000,120000,1248,9
400000,64000,1991,9
320000,120000,1248,8
600000,85000,1364,9
275000,50000,998,9
170000,59000,796,12
155000,98000,936,9
620000,140000,1461,6
530000,50000,1197,4
550000,40000,1364,6
600000,90000,1498,7
649000,117000,2179,7
625000,90000,1498,7
125000,70000,995,11
305000,230000,2499,12
285000,155000,1586,11
600000,60000,2179,6
426000,110000,1198,5
180000,120000,1405,11
400000,100000,1582,10
120000,40000,1199,11
300000,110000,1248,9
190000,92500,998,10
310000,20000,796,4
380000,15000,799,2
740000,14000,1493,2
260000,35000,799,5
320000,32000,998,4
211000,90000,998,8
650000,35000,1197,3
651000,32500,1248,4
380000,14000,998,2
160000,70000,936,7
1270000,20000,1591,2
300000,300000,998,10
405000,100000,1248,6
850000,64800,2179,6
680000,90000,1493,4
426999,80000,1197,7
525000,248000,1396,6
1019999,60000,2494,7
245000,120000,2494,16
869999,120000,1582,6
160000,66444,998,11
700000,86000,1248,5
300000,90000,1461,9
175000,218463,1799,14
960000,153000,2494,9
525000,70000,2498,7
345000,60000,1120,6
390000,50000,1198,6
275000,20000,1198,6
310000,35000,1199,7
500000,20000,1197,4
200000,70000,1248,8
650000,53000,1498,3
1031000,60000,1498,3
330000,70000,998,3
399000,4000,1086,2
250000,103000,1197,9
600000,20000,1186,4
375000,77000,1248,8
375000,90000,1598,9
445000,87185,1582,8
55000,167000,998,18
611000,77000,1396,5
459999,110000,1396,7
275000,120000,1399,10
185000,170000,1086,10
390000,100000,1582,9
72000,40000,995,14
90000,50000,1396,14
500000,125000,1364,6
200000,137000,998,10
1575000,18000,2179,2
511000,30000,1197,6
150000,55000,1368,12
1500000,40000,2694,1
185000,80000,796,8
550000,30000,1197,3
325000,3564,998,4
525000,80000,1248,6
1050000,13000,2200,3
300000,120000,1396,9
120000,90000,1199,10
2625000,9000,1999,4
5150000,20000,2487,2
3200000,45000,1999,4
503000,110000,2179,6
3800000,20000,1969,2
2000000,68089,2494,5
225000,58343,998,8
740000,38817,1248,3
550000,56494,1199,5
750000,79328,2494,8
650000,5621,1197,2
625000,25538,1496,4
600000,69779,1197,3
